Date,Type,Link
2023-11-15 19:06:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7130629883902193665
2023-11-14 16:14:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7130176880166526976
2023-11-14 16:14:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7130188229533663244
2023-11-13 13:23:17,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7129818885352009728
2023-11-11 01:06:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A6613456-7128090123199537155
2023-11-11 01:06:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7128874899271561216
2023-11-10 20:05:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128823373354217472
2023-11-10 18:36:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7126781717092126720
2023-11-10 15:37:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128726837622374402
2023-11-10 15:36:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7128744509735133184
2023-11-09 17:56:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A6613456-7124866564931084288
2023-11-09 17:56:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A6613456-7123411456770924544
2023-11-09 17:56:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7121126196397899777
2023-11-09 17:56:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128342535306891265
2023-11-09 17:56:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A2724631-7128095607709155328
2023-11-09 17:55:55,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128342053989625856
2023-11-09 17:54:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A684867-7128211341269458944
2023-11-09 17:54:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128341521682022400
2023-11-09 17:54:35,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A13927947-7126280578919804928
2023-11-09 17:54:32,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A59546-7128211109798404096
2023-11-09 17:54:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128342878908526593
2023-11-09 17:54:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7128391805351452672
2023-11-09 17:54:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128371992197537793
2023-11-09 17:54:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A3901022-7128095167017828352
2023-11-09 17:54:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128359434233233408
2023-11-09 17:53:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128343473606320130
2023-11-08 20:52:05,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A4449284-7128095300166033409
2023-11-08 20:23:13,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7127304094318247937
2023-11-08 20:21:32,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7128090300333367296
2023-11-08 20:21:30,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A59546-7128090364166438913
2023-11-08 20:21:26,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A684867-7123047663851192320
2023-11-08 20:21:22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128112579540901890
2023-11-08 20:21:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128095016933109760
2023-11-08 20:21:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7128071950039461888
2023-11-08 20:20:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7127747962423681024
2023-11-08 20:20:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7128089628674301952
2023-11-08 20:20:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7128107507406749698
2023-11-07 19:04:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7127716446599528448
2023-11-07 19:04:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A684867-7127413292620206081
2023-11-07 19:04:15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7127731435712462848
2023-11-06 20:06:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7127267857763028993
2023-11-06 20:01:19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7127380779071942656
2023-11-06 20:01:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7127376590178516994
2023-11-05 23:09:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7126303665149161472
2023-11-05 23:09:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7126538576133013504
2023-11-05 23:07:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7126301298500485121
2023-11-05 23:06:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7126916064109637633
2023-11-04 01:37:16,ENTERTAINMENT,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7126264680787947521
2023-11-03 02:38:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7124760059305238529
2023-11-02 19:47:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7117524188554248192
2023-11-02 19:46:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7125929938204905472
2023-11-02 19:38:28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7125927041576689664
2023-11-02 18:44:12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7125902915323478016
2023-11-02 18:42:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7125118556618305539
2023-11-01 19:45:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7125555187938672640
2023-11-01 19:45:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7125551692804202496
2023-11-01 15:00:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123548875524612097
2023-10-31 17:16:42,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7125160032274423808
2023-10-31 16:35:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7125143087705694208
2023-10-31 15:39:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7125129617375453186
2023-10-31 00:00:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7124731165873217536
2023-10-30 20:22:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7124796602203987969
2023-10-30 20:21:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7124819788278751232
2023-10-30 17:13:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7124798058063642624
2023-10-30 14:34:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7124738029050638336
2023-10-27 20:52:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123755344371064832
2023-10-27 20:52:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123760970660782080
2023-10-27 19:26:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A6613456-7123652498313076737
2023-10-27 19:26:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7123745257241911296
2023-10-27 19:11:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123744647373369344
2023-10-27 17:31:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123716745634136064
2023-10-27 15:40:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123670086778839040
2023-10-27 15:12:27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123402885123440641
2023-10-26 22:58:15,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7115365817340301312
2023-10-26 19:56:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123395900156092416
2023-10-26 19:44:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7122303189105713152?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7122303189105713152%2C7123218939311992833%29
2023-10-26 18:37:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123338344389824513
2023-10-26 18:37:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123337641604825088
2023-10-26 13:02:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123277142313885696
2023-10-25 23:08:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123051537982996480
2023-10-25 20:15:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7120921918202855425
2023-10-25 20:00:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123028532024270849
2023-10-25 18:49:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7123001803901681664
2023-10-25 16:57:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7122310634519543808
2023-10-25 16:57:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7120835463233384449
2023-10-25 16:56:14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7122928287063957504
2023-10-25 16:56:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7122905632776593408
2023-10-25 15:13:10,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7122914740175089664
2023-10-25 15:13:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7115727841131978752
2023-10-25 15:13:00,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A1786737-7120115629440835584
2023-10-25 15:12:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7117899390148558848
2023-10-25 15:12:54,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7120445195992604673
2023-10-25 15:12:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A13927947-7120485815171858432
2023-10-25 15:12:47,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7122655873885220864
2023-10-25 15:12:43,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7122742188035207168
2023-10-25 15:12:40,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7122309099861463040
2023-10-25 15:12:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7122732706672574464
